,Participants,Masks,Target Location Straight,Target Location Rotate,Layers,Kl Div
1855,05,inf_parietal,99,99,3,0.11226498429082599
1856,05,v5,153,153,0,94.84939872254998
1857,05,v5,153,153,1,19.394440413235664
1858,05,v5,153,153,2,8.893873894799722
1859,05,v5,153,153,3,0.027497575498262317
1860,05,v5,153,207,0,92.74083466567363
1861,05,v5,153,207,1,23.302876662015187
1862,05,v5,153,207,2,6.831794048672735
1863,05,v5,153,207,3,0.16667357162431473
1864,05,v5,153,45,0,105.72564885199192
1865,05,v5,153,45,1,19.918596472860568
1866,05,v5,153,45,2,4.685067905260521
1867,05,v5,153,45,3,0.044664045640606664
1868,05,v5,153,99,0,89.6661749945587
1869,05,v5,153,99,1,24.09471916213753
1870,05,v5,153,99,2,6.907087513599121
1871,05,v5,153,99,3,0.09672659715028586
1872,05,v5,207,153,0,92.76214148480486
1873,05,v5,207,153,1,20.6469716763973
1874,05,v5,207,153,2,5.347939002721089
1875,05,v5,207,153,3,0.40709715457377293
1876,05,v5,207,207,0,92.79595247508487
1877,05,v5,207,207,1,17.247933075174462
1878,05,v5,207,207,2,7.089557372692212
1879,05,v5,207,207,3,0.17194294989526238
1880,05,v5,207,45,0,97.341616636529
1881,05,v5,207,45,1,17.966015537489078
1882,05,v5,207,45,2,4.708623058145825
1883,05,v5,207,45,3,0.25152347240245904
1884,05,v5,207,99,0,91.84991674300122
1885,05,v5,207,99,1,15.225610650034717
1886,05,v5,207,99,2,5.58488888631644
1887,05,v5,207,99,3,0.510073275766957
1888,05,v5,45,153,0,87.91162750717456
1889,05,v5,45,153,1,18.40239203989297
1890,05,v5,45,153,2,5.442656917179882
1891,05,v5,45,153,3,0.10750956703097736
1892,05,v5,45,207,0,95.96633185478885
1893,05,v5,45,207,1,19.08794765337297
1894,05,v5,45,207,2,10.402250796025161
1895,05,v5,45,207,3,0.22750964711385235
1896,05,v5,45,45,0,96.31039895757428
1897,05,v5,45,45,1,17.845151602651843
1898,05,v5,45,45,2,6.136535780704101
1899,05,v5,45,45,3,0.5326881521963878
1900,05,v5,45,99,0,91.56320821077816
1901,05,v5,45,99,1,16.684869510288763
1902,05,v5,45,99,2,5.785625858214921
1903,05,v5,45,99,3,0.14307280244276832
1904,05,v5,99,153,0,91.04477607678749
1905,05,v5,99,153,1,20.61866828298649
1906,05,v5,99,153,2,5.800990840698507
1907,05,v5,99,153,3,0.012897667813235647
1908,05,v5,99,207,0,97.78830529587862
1909,05,v5,99,207,1,21.674416007865844
1910,05,v5,99,207,2,5.57561794659665
1911,05,v5,99,207,3,0.04571362684551211
1912,05,v5,99,45,0,95.70537561705495
1913,05,v5,99,45,1,24.96263686616461
1914,05,v5,99,45,2,2.8014425950539206
1915,05,v5,99,45,3,0.0031401432282884834
1916,05,v5,99,99,0,88.33440980930436
1917,05,v5,99,99,1,20.05204384459102
1918,05,v5,99,99,2,6.072639506954576
1919,05,v5,99,99,3,0.12053500702700082
1920,06,premotor,153,153,0,506.1316452897083
1921,06,premotor,153,153,1,20.021346740468907
1922,06,premotor,153,153,2,4.649067485724968
1923,06,premotor,153,153,3,1.0140373392072808
1924,06,premotor,153,207,0,521.9224155630027
1925,06,premotor,153,207,1,16.248506283902298
1926,06,premotor,153,207,2,4.320608202410561
1927,06,premotor,153,207,3,0.4724938759153743
1928,06,premotor,153,45,0,512.6178168954907
1929,06,premotor,153,45,1,16.05029178921838
1930,06,premotor,153,45,2,4.964040181476985
1931,06,premotor,153,45,3,0.3725401602111317
1932,06,premotor,153,99,0,503.8689259673653
1933,06,premotor,153,99,1,17.036692936643842
1934,06,premotor,153,99,2,3.6964217608961594
1935,06,premotor,153,99,3,1.4744248574972203
1936,06,premotor,207,153,0,501.41230926584336
1937,06,premotor,207,153,1,17.244022972850193
1938,06,premotor,207,153,2,3.4880995751007173
1939,06,premotor,207,153,3,0.5862960947242959
1940,06,premotor,207,207,0,515.5261270245846
1941,06,premotor,207,207,1,17.08381414899241
1942,06,premotor,207,207,2,6.282471343130389
1943,06,premotor,207,207,3,0.32041647813485136
1944,06,premotor,207,45,0,507.53059366332366
1945,06,premotor,207,45,1,13.222368652154621
1946,06,premotor,207,45,2,3.5805972102075287
1947,06,premotor,207,45,3,0.38608073729291403
1948,06,premotor,207,99,0,500.55011277830056
1949,06,premotor,207,99,1,16.471459932243754
1950,06,premotor,207,99,2,4.827242008964161
1951,06,premotor,207,99,3,0.809241344332006
1952,06,premotor,45,153,0,498.5733030342532
1953,06,premotor,45,153,1,16.510957122167184
1954,06,premotor,45,153,2,5.242009193416116
1955,06,premotor,45,153,3,3.177498108167972
1956,06,premotor,45,207,0,514.3751365114356
1957,06,premotor,45,207,1,19.694420520353567
1958,06,premotor,45,207,2,4.065269542689245
1959,06,premotor,45,207,3,0.18785451904786554
1960,06,premotor,45,45,0,505.73478215110003
1961,06,premotor,45,45,1,14.378794744356838
1962,06,premotor,45,45,2,5.044243421639694
1963,06,premotor,45,45,3,1.9431436484547415
1964,06,premotor,45,99,0,500.17303729143947
1965,06,premotor,45,99,1,18.237699408432384
1966,06,premotor,45,99,2,4.553031908336093
1967,06,premotor,45,99,3,0.48349187215700173
1968,06,premotor,99,153,0,496.5463297673241
1969,06,premotor,99,153,1,16.99909929009069
1970,06,premotor,99,153,2,3.025120725569097
1971,06,premotor,99,153,3,0.6846539613445517
1972,06,premotor,99,207,0,508.7016347787892
1973,06,premotor,99,207,1,15.318236170140073
1974,06,premotor,99,207,2,5.807939842993914
1975,06,premotor,99,207,3,0.0003946142382960094
1976,06,premotor,99,45,0,502.78453632309635
1977,06,premotor,99,45,1,15.057958454065222
1978,06,premotor,99,45,2,4.4090854802375565
1979,06,premotor,99,45,3,0.0035401140748207993
1980,06,premotor,99,99,0,497.467168659953
1981,06,premotor,99,99,1,15.376378296845507
1982,06,premotor,99,99,2,3.2086122735759837
1983,06,premotor,99,99,3,0.49219288968588587
1984,06,motor,153,153,0,210.5851196881219
1985,06,motor,153,153,1,15.615009181052969
1986,06,motor,153,153,2,7.792419129792918
1987,06,motor,153,153,3,0.06734959097016296
1988,06,motor,153,207,0,222.24799237468886
1989,06,motor,153,207,1,15.848576244062263
1990,06,motor,153,207,2,7.670815268109945
1991,06,motor,153,207,3,0.5935573418117551
1992,06,motor,153,45,0,213.25402830304984
1993,06,motor,153,45,1,14.212498256720579
1994,06,motor,153,45,2,6.0705075156528405
1995,06,motor,153,45,3,0.047414835687143775
1996,06,motor,153,99,0,205.26104154359376
1997,06,motor,153,99,1,15.453789713577688
1998,06,motor,153,99,2,6.818823680293718
1999,06,motor,153,99,3,0.08380777230749259
2000,06,motor,207,153,0,204.2020658936168
2001,06,motor,207,153,1,21.706745976310845
2002,06,motor,207,153,2,7.9972336544857185
2003,06,motor,207,153,3,1.826992939892247
2004,06,motor,207,207,0,221.10448004511676
2005,06,motor,207,207,1,19.838027227042033
2006,06,motor,207,207,2,6.778154254360472
2007,06,motor,207,207,3,0.5542363016959652
2008,06,motor,207,45,0,222.44351180311384
2009,06,motor,207,45,1,19.156820860159918
2010,06,motor,207,45,2,5.204535182912789
2011,06,motor,207,45,3,0.0011623768373295595
2012,06,motor,207,99,0,208.47511615653653
2013,06,motor,207,99,1,18.2689121140925
2014,06,motor,207,99,2,4.766479628751956
2015,06,motor,207,99,3,0.01112808256669251
2016,06,motor,45,153,0,207.4020746614779
2017,06,motor,45,153,1,17.54914845426109
2018,06,motor,45,153,2,9.304055340401737
2019,06,motor,45,153,3,4.1138899362889045
2020,06,motor,45,207,0,213.01295593762998
2021,06,motor,45,207,1,19.02689309078773
2022,06,motor,45,207,2,10.000978174901318
2023,06,motor,45,207,3,2.1656464574107703
2024,06,motor,45,45,0,214.2160624970184
2025,06,motor,45,45,1,18.144733859043395
2026,06,motor,45,45,2,8.177038147852208
2027,06,motor,45,45,3,2.5618972761540695
2028,06,motor,45,99,0,205.68294688520928
2029,06,motor,45,99,1,14.674954879392885
2030,06,motor,45,99,2,7.85879933455442
2031,06,motor,45,99,3,1.801813054564676
2032,06,motor,99,153,0,210.2543159730634
2033,06,motor,99,153,1,18.38899992009346
2034,06,motor,99,153,2,8.26422035510272
2035,06,motor,99,153,3,0.3351480434300617
2036,06,motor,99,207,0,222.11656992510976
2037,06,motor,99,207,1,18.467770297820948
2038,06,motor,99,207,2,8.543906564695106
2039,06,motor,99,207,3,0.002154828576132528
2040,06,motor,99,45,0,211.4244294944579
2041,06,motor,99,45,1,19.622084926449936
2042,06,motor,99,45,2,5.33385615633389
2043,06,motor,99,45,3,
2044,06,motor,99,99,0,203.3878812529154
2045,06,motor,99,99,1,17.240055118292773
2046,06,motor,99,99,2,6.792017284460872
2047,06,motor,99,99,3,0.060404522438152974
2048,06,v1,153,153,0,313.9690300703457
2049,06,v1,153,153,1,14.005476093560805
2050,06,v1,153,153,2,6.329867554138005
2051,06,v1,153,153,3,0.24004793738098368
2052,06,v1,153,207,0,317.59779149187716
2053,06,v1,153,207,1,15.120645311359114
2054,06,v1,153,207,2,4.190083985635001
2055,06,v1,153,207,3,0.6089573253475825
2056,06,v1,153,45,0,314.4750325888077
2057,06,v1,153,45,1,15.91333098007217
2058,06,v1,153,45,2,6.6590904297944205
2059,06,v1,153,45,3,0.6799930045297764
2060,06,v1,153,99,0,310.44675299312576
2061,06,v1,153,99,1,16.816936001095172
2062,06,v1,153,99,2,6.237985937511677
2063,06,v1,153,99,3,0.012298308715005868
2064,06,v1,207,153,0,309.46097252169346
2065,06,v1,207,153,1,15.382402458025666
2066,06,v1,207,153,2,7.201008385878263
2067,06,v1,207,153,3,0.7395149177330611
2068,06,v1,207,207,0,314.1480477874195
2069,06,v1,207,207,1,11.293971029864746
2070,06,v1,207,207,2,8.63810995205571
2071,06,v1,207,207,3,0.6947590005836028
2072,06,v1,207,45,0,318.40444352437504
2073,06,v1,207,45,1,16.32747131645776
2074,06,v1,207,45,2,6.745947275257867
2075,06,v1,207,45,3,0.5696118527143605
2076,06,v1,207,99,0,309.3543411695421
2077,06,v1,207,99,1,19.280769776677616
2078,06,v1,207,99,2,9.084608245255108
2079,06,v1,207,99,3,0.4968202182305945
2080,06,v1,45,153,0,313.5840196638846
2081,06,v1,45,153,1,14.817296007742444
2082,06,v1,45,153,2,5.199984575454062
2083,06,v1,45,153,3,0.26446106181780693
2084,06,v1,45,207,0,318.817458594544
2085,06,v1,45,207,1,13.642846324407387
2086,06,v1,45,207,2,6.828916706975891
2087,06,v1,45,207,3,0.5086979273116022
2088,06,v1,45,45,0,321.22297897795414
2089,06,v1,45,45,1,16.711649626001517
2090,06,v1,45,45,2,5.566280581542607
2091,06,v1,45,45,3,2.0881315446553836
2092,06,v1,45,99,0,310.5409889036027
2093,06,v1,45,99,1,14.636299376183631
2094,06,v1,45,99,2,6.30512774911786
2095,06,v1,45,99,3,0.0836188348100422
2096,06,v1,99,153,0,313.4071667535527
2097,06,v1,99,153,1,17.388889009661938
2098,06,v1,99,153,2,6.132335023037506
2099,06,v1,99,153,3,0.5812390328503967
2100,06,v1,99,207,0,317.70997720013906
2101,06,v1,99,207,1,20.839349264079104
2102,06,v1,99,207,2,5.362684054741248
2103,06,v1,99,207,3,0.005494471356492392
2104,06,v1,99,45,0,317.9945576425048
2105,06,v1,99,45,1,23.64795927438272
2106,06,v1,99,45,2,4.498997936674821
2107,06,v1,99,45,3,
2108,06,v1,99,99,0,310.45608112474923
2109,06,v1,99,99,1,18.269346430782676
2110,06,v1,99,99,2,6.460787542270062
2111,06,v1,99,99,3,0.8051095091418721
2112,06,sup_parietal,153,153,0,176.64954391943849
2113,06,sup_parietal,153,153,1,16.216702063883865
2114,06,sup_parietal,153,153,2,6.94336454841379
2115,06,sup_parietal,153,153,3,0.029762827466816494
2116,06,sup_parietal,153,207,0,179.36649062048474
2117,06,sup_parietal,153,207,1,15.328015560852238
2118,06,sup_parietal,153,207,2,4.230451393828783
2119,06,sup_parietal,153,207,3,0.6884981972717245
2120,06,sup_parietal,153,45,0,178.90550840886493
2121,06,sup_parietal,153,45,1,19.277546651654795
2122,06,sup_parietal,153,45,2,7.586236295500916
2123,06,sup_parietal,153,45,3,0.2931016572740077
2124,06,sup_parietal,153,99,0,176.35879691326898
2125,06,sup_parietal,153,99,1,17.94818099937083
2126,06,sup_parietal,153,99,2,9.164346150064434
2127,06,sup_parietal,153,99,3,0.24743512225007774
2128,06,sup_parietal,207,153,0,175.0732116789949
2129,06,sup_parietal,207,153,1,22.46715373094956
2130,06,sup_parietal,207,153,2,7.935985591659773
2131,06,sup_parietal,207,153,3,0.15883633317499904
2132,06,sup_parietal,207,207,0,183.33413592715345
2133,06,sup_parietal,207,207,1,24.767429363069272
2134,06,sup_parietal,207,207,2,7.713890911778296
2135,06,sup_parietal,207,207,3,0.4397699244184602
2136,06,sup_parietal,207,45,0,180.17675543504282
2137,06,sup_parietal,207,45,1,19.684928564012523
2138,06,sup_parietal,207,45,2,3.4437555786699954
2139,06,sup_parietal,207,45,3,0.16323576014849164
2140,06,sup_parietal,207,99,0,182.13387923493292
2141,06,sup_parietal,207,99,1,20.021737401324565
2142,06,sup_parietal,207,99,2,4.654657544298498
2143,06,sup_parietal,207,99,3,0.8413178680003395
2144,06,sup_parietal,45,153,0,193.5952834176199
2145,06,sup_parietal,45,153,1,18.975768527189956
2146,06,sup_parietal,45,153,2,7.363053445791234
2147,06,sup_parietal,45,153,3,0.12670349430727182
2148,06,sup_parietal,45,207,0,199.46878900345513
2149,06,sup_parietal,45,207,1,14.4743761706202
2150,06,sup_parietal,45,207,2,6.023489019288287
2151,06,sup_parietal,45,207,3,0.2660951393064278
2152,06,sup_parietal,45,45,0,196.31194983738885
2153,06,sup_parietal,45,45,1,16.112622159566456
2154,06,sup_parietal,45,45,2,3.951404366787246
2155,06,sup_parietal,45,45,3,0.22415823415438044
2156,06,sup_parietal,45,99,0,199.218964698942
2157,06,sup_parietal,45,99,1,19.314339371575436
2158,06,sup_parietal,45,99,2,6.183503772640139
2159,06,sup_parietal,45,99,3,0.004434984000749986
2160,06,sup_parietal,99,153,0,188.730687351161
2161,06,sup_parietal,99,153,1,16.34420338986928
2162,06,sup_parietal,99,153,2,8.7557626336375
2163,06,sup_parietal,99,153,3,
2164,06,sup_parietal,99,207,0,189.5228733453389
2165,06,sup_parietal,99,207,1,15.028485914086733
2166,06,sup_parietal,99,207,2,5.167045633712083
2167,06,sup_parietal,99,207,3,0.8116447385007355
2168,06,sup_parietal,99,45,0,182.52205488688665
2169,06,sup_parietal,99,45,1,13.51570210908205
2170,06,sup_parietal,99,45,2,6.210668944433362
2171,06,sup_parietal,99,45,3,0.335340432736346
2172,06,sup_parietal,99,99,0,184.19407368020183
2173,06,sup_parietal,99,99,1,13.271952563134736
2174,06,sup_parietal,99,99,2,6.5239185731166955
2175,06,sup_parietal,99,99,3,0.11358791321324513
2176,06,inf_parietal,153,153,0,198.80885963325883
2177,06,inf_parietal,153,153,1,19.56315984710036
2178,06,inf_parietal,153,153,2,4.675731659921608
2179,06,inf_parietal,153,153,3,0.01966944310922647
2180,06,inf_parietal,153,207,0,213.37299176408138
2181,06,inf_parietal,153,207,1,16.939716274965033
2182,06,inf_parietal,153,207,2,3.9336540145206467
2183,06,inf_parietal,153,207,3,
2184,06,inf_parietal,153,45,0,213.14969889530545
2185,06,inf_parietal,153,45,1,19.89314673197554
2186,06,inf_parietal,153,45,2,4.22656025559648
2187,06,inf_parietal,153,45,3,0.3026981832606574
2188,06,inf_parietal,153,99,0,215.50311282302087
2189,06,inf_parietal,153,99,1,14.901717867719823
2190,06,inf_parietal,153,99,2,4.860768621819934
2191,06,inf_parietal,153,99,3,
2192,06,inf_parietal,207,153,0,206.38904660253306
2193,06,inf_parietal,207,153,1,19.789792732486656
2194,06,inf_parietal,207,153,2,6.0003129126878445
2195,06,inf_parietal,207,153,3,0.6985548986866524
2196,06,inf_parietal,207,207,0,215.50677677532136
2197,06,inf_parietal,207,207,1,14.802348059043181
2198,06,inf_parietal,207,207,2,5.42913489630615
2199,06,inf_parietal,207,207,3,0.2578570438034661
2200,06,inf_parietal,207,45,0,222.89908736208946
2201,06,inf_parietal,207,45,1,18.62832529831435
2202,06,inf_parietal,207,45,2,10.324183013268387
2203,06,inf_parietal,207,45,3,0.018953493043683045
2204,06,inf_parietal,207,99,0,223.86681316011814
2205,06,inf_parietal,207,99,1,14.741108314385265
2206,06,inf_parietal,207,99,2,5.451843823300217
2207,06,inf_parietal,207,99,3,0.18179249004185383
2208,06,inf_parietal,45,153,0,211.16793898814623
2209,06,inf_parietal,45,153,1,16.609225451183708
2210,06,inf_parietal,45,153,2,5.0668711328368525
2211,06,inf_parietal,45,153,3,0.5394094801562703
2212,06,inf_parietal,45,207,0,217.3918299260439
2213,06,inf_parietal,45,207,1,16.56452026841679
2214,06,inf_parietal,45,207,2,4.7255960725757635
2215,06,inf_parietal,45,207,3,0.6260055428375051
2216,06,inf_parietal,45,45,0,214.15215702790172
2217,06,inf_parietal,45,45,1,16.837551150929784
2218,06,inf_parietal,45,45,2,9.271376069611325
2219,06,inf_parietal,45,45,3,0.7209435087083282
2220,06,inf_parietal,45,99,0,221.43241529593402
2221,06,inf_parietal,45,99,1,17.6020163708259
2222,06,inf_parietal,45,99,2,3.0346638821451823
2223,06,inf_parietal,45,99,3,1.5081884677479573
2224,06,inf_parietal,99,153,0,206.55587388523395
2225,06,inf_parietal,99,153,1,19.315666858208417
2226,06,inf_parietal,99,153,2,6.754095419656533
2227,06,inf_parietal,99,153,3,1.0513444204308846
2228,06,inf_parietal,99,207,0,219.76447723966882
2229,06,inf_parietal,99,207,1,16.967542312813027
2230,06,inf_parietal,99,207,2,6.662148528637632
2231,06,inf_parietal,99,207,3,
2232,06,inf_parietal,99,45,0,217.1526629765427
2233,06,inf_parietal,99,45,1,15.965048156556641
2234,06,inf_parietal,99,45,2,5.80269278602598
2235,06,inf_parietal,99,45,3,0.09224993068353236
2236,06,inf_parietal,99,99,0,218.8927088325615
2237,06,inf_parietal,99,99,1,14.512254281346344
2238,06,inf_parietal,99,99,2,6.270470319246367
2239,06,inf_parietal,99,99,3,0.01992052311396708
2240,06,v5,153,153,0,92.41517407081035
2241,06,v5,153,153,1,23.955432728140813
2242,06,v5,153,153,2,6.2684742249190055
2243,06,v5,153,153,3,0.08541871131054668
2244,06,v5,153,207,0,92.15711410984648
2245,06,v5,153,207,1,15.541933536421947
2246,06,v5,153,207,2,9.097996635993416
2247,06,v5,153,207,3,0.566823490517658
2248,06,v5,153,45,0,94.429252253231
2249,06,v5,153,45,1,20.101067250986667
2250,06,v5,153,45,2,9.69291731598705
2251,06,v5,153,45,3,0.9853242566383148
2252,06,v5,153,99,0,91.12661577603625
2253,06,v5,153,99,1,15.013939910872754
2254,06,v5,153,99,2,7.396382271556549
2255,06,v5,153,99,3,0.3165337241786394
2256,06,v5,207,153,0,95.55034809881026
2257,06,v5,207,153,1,24.15877311076693
2258,06,v5,207,153,2,7.881815275909743
2259,06,v5,207,153,3,
2260,06,v5,207,207,0,89.58084550957685
2261,06,v5,207,207,1,19.551164357392928
2262,06,v5,207,207,2,5.306431827514118
2263,06,v5,207,207,3,0.7875099998549923
2264,06,v5,207,45,0,90.14818963116748
2265,06,v5,207,45,1,21.194900298523137
2266,06,v5,207,45,2,4.277310537009455
2267,06,v5,207,45,3,2.035348929063688
2268,06,v5,207,99,0,95.48382505804659
2269,06,v5,207,99,1,20.763666894321172
2270,06,v5,207,99,2,8.235230190336068
2271,06,v5,207,99,3,0.39677717556939346
2272,06,v5,45,153,0,101.68389900487124
2273,06,v5,45,153,1,21.325552604483576
2274,06,v5,45,153,2,6.884494100666441
2275,06,v5,45,153,3,0.5626462920035573
2276,06,v5,45,207,0,93.12001497818011
2277,06,v5,45,207,1,17.65278794883868
2278,06,v5,45,207,2,7.985314908137418
2279,06,v5,45,207,3,0.16368349005572824
2280,06,v5,45,45,0,94.65564943100586
2281,06,v5,45,45,1,16.258880325189594
2282,06,v5,45,45,2,6.5598523453966955
2283,06,v5,45,45,3,0.4941238688921272
2284,06,v5,45,99,0,102.68649590338515
2285,06,v5,45,99,1,20.221785261764552
2286,06,v5,45,99,2,7.157037873082777
2287,06,v5,45,99,3,0.08110783330078275
2288,06,v5,99,153,0,92.69940870848203
2289,06,v5,99,153,1,18.642354520189986
2290,06,v5,99,153,2,4.87227421712703
2291,06,v5,99,153,3,0.26205467822642936
2292,06,v5,99,207,0,94.70076607940548
2293,06,v5,99,207,1,18.515395685497563
2294,06,v5,99,207,2,6.601951997714216
2295,06,v5,99,207,3,0.7016566603292684
2296,06,v5,99,45,0,95.158653011775
2297,06,v5,99,45,1,19.73483911908609
2298,06,v5,99,45,2,6.0498294639753905
2299,06,v5,99,45,3,0.2201845662041647
2300,06,v5,99,99,0,97.49009261740052
2301,06,v5,99,99,1,18.457283731058432
2302,06,v5,99,99,2,8.318444823739831
2303,06,v5,99,99,3,0.37908761542511965
2304,07,premotor,153,153,0,510.7577326373088
2305,07,premotor,153,153,1,19.731206926418224
2306,07,premotor,153,153,2,9.114895923664244
2307,07,premotor,153,153,3,1.4655055448613017
2308,07,premotor,153,207,0,532.9142017279614
2309,07,premotor,153,207,1,15.723368813879933
2310,07,premotor,153,207,2,6.514942061018853
2311,07,premotor,153,207,3,1.1168829791512471
2312,07,premotor,153,45,0,509.59019774893216
2313,07,premotor,153,45,1,16.630328409612247
2314,07,premotor,153,45,2,6.231918053051228
2315,07,premotor,153,45,3,0.17606749848605607
2316,07,premotor,153,99,0,500.4296254367801
2317,07,premotor,153,99,1,17.23968879617434
2318,07,premotor,153,99,2,9.837283726042859
2319,07,premotor,153,99,3,0.04301190654233622
2320,07,premotor,207,153,0,499.635653867579
2321,07,premotor,207,153,1,18.180543277889367
2322,07,premotor,207,153,2,4.675128414157035
2323,07,premotor,207,153,3,0.4755510493725311
2324,07,premotor,207,207,0,521.7449757196213
2325,07,premotor,207,207,1,17.66854740406698
2326,07,premotor,207,207,2,5.815698810886174
2327,07,premotor,207,207,3,0.05592550065040358
2328,07,premotor,207,45,0,498.63616427682365
2329,07,premotor,207,45,1,17.690972781916756
2330,07,premotor,207,45,2,3.1390206101385596
2331,07,premotor,207,45,3,0.2067857712232566
2332,07,premotor,207,99,0,498.6379031537499
2333,07,premotor,207,99,1,15.679998614316467
2334,07,premotor,207,99,2,4.948658383736957
2335,07,premotor,207,99,3,0.00548713524615041
2336,07,premotor,45,153,0,499.5942184453178
2337,07,premotor,45,153,1,17.316333677352926
2338,07,premotor,45,153,2,4.599146355162672
2339,07,premotor,45,153,3,0.32472408881366055
2340,07,premotor,45,207,0,523.2997273960973
2341,07,premotor,45,207,1,15.906708988037048
2342,07,premotor,45,207,2,10.062880027656739
2343,07,premotor,45,207,3,0.09650906223734956
2344,07,premotor,45,45,0,496.06945049182167
2345,07,premotor,45,45,1,14.473874507482419
2346,07,premotor,45,45,2,3.8633878266741277
2347,07,premotor,45,45,3,0.4525354220086313
2348,07,premotor,45,99,0,493.7751776126636
2349,07,premotor,45,99,1,14.343375844607106
2350,07,premotor,45,99,2,6.8051621626140575
2351,07,premotor,45,99,3,0.1615901451145214
2352,07,premotor,99,153,0,492.6750064292608
2353,07,premotor,99,153,1,14.675648000540756
2354,07,premotor,99,153,2,5.741076360742609
2355,07,premotor,99,153,3,0.13853615356722898
2356,07,premotor,99,207,0,528.3846334188034
2357,07,premotor,99,207,1,14.040797468257114
2358,07,premotor,99,207,2,4.683224198261124
2359,07,premotor,99,207,3,0.0351076404390922
2360,07,premotor,99,45,0,497.487293236215
2361,07,premotor,99,45,1,15.39023987848999
2362,07,premotor,99,45,2,5.735868257400057
2363,07,premotor,99,45,3,0.3373546815814619
2364,07,premotor,99,99,0,492.92431297458495
2365,07,premotor,99,99,1,15.944175271956398
2366,07,premotor,99,99,2,5.46453423287683
2367,07,premotor,99,99,3,0.10225427764182016
2368,07,motor,153,153,0,227.4401921629435
2369,07,motor,153,153,1,20.332620961223483
2370,07,motor,153,153,2,7.756028656084256
2371,07,motor,153,153,3,
2372,07,motor,153,207,0,214.65615982411938
2373,07,motor,153,207,1,18.363741244080906
2374,07,motor,153,207,2,7.621519397160878
2375,07,motor,153,207,3,0.2756330757062101
2376,07,motor,153,45,0,214.93921937450335
2377,07,motor,153,45,1,20.223823939018324
2378,07,motor,153,45,2,8.232908617331194
2379,07,motor,153,45,3,
2380,07,motor,153,99,0,209.2290392087305
2381,07,motor,153,99,1,14.351433450350445
2382,07,motor,153,99,2,8.206366583308128
2383,07,motor,153,99,3,0.10561632252031783
2384,07,motor,207,153,0,225.50465652200776
2385,07,motor,207,153,1,14.734837495046317
2386,07,motor,207,153,2,5.898661628525172
2387,07,motor,207,153,3,0.3776048167681046
2388,07,motor,207,207,0,210.85925054443436
2389,07,motor,207,207,1,19.17620688302147
2390,07,motor,207,207,2,4.790688615221211
2391,07,motor,207,207,3,0.6042657872079866
2392,07,motor,207,45,0,214.89216179980923
2393,07,motor,207,45,1,17.913308748161157
2394,07,motor,207,45,2,5.90107726879816
2395,07,motor,207,45,3,0.13113290295463848
2396,07,motor,207,99,0,210.24923412552124
2397,07,motor,207,99,1,18.579629791872897
2398,07,motor,207,99,2,4.472466750489573
2399,07,motor,207,99,3,0.8718034796360439
2400,07,motor,45,153,0,216.14119655268104
2401,07,motor,45,153,1,14.638134022330716
2402,07,motor,45,153,2,10.769438351313688
2403,07,motor,45,153,3,0.006146636329847077
2404,07,motor,45,207,0,221.34776027408913
2405,07,motor,45,207,1,16.808601873052325
2406,07,motor,45,207,2,7.101073217109905
2407,07,motor,45,207,3,0.40033612354297954
2408,07,motor,45,45,0,213.09292061829706
2409,07,motor,45,45,1,21.12184259739613
2410,07,motor,45,45,2,8.966873787291126
2411,07,motor,45,45,3,1.7736857566568298
2412,07,motor,45,99,0,209.05183858090726
2413,07,motor,45,99,1,17.34578807979419
2414,07,motor,45,99,2,8.180122252290612
2415,07,motor,45,99,3,0.20913603838585726
2416,07,motor,99,153,0,223.39586667555136
2417,07,motor,99,153,1,17.81789418359755
2418,07,motor,99,153,2,8.466246010639228
2419,07,motor,99,153,3,1.5618525662049119
2420,07,motor,99,207,0,220.49742174940198
2421,07,motor,99,207,1,15.354589237172876
2422,07,motor,99,207,2,5.663913136333644
2423,07,motor,99,207,3,0.5298755243226799
2424,07,motor,99,45,0,213.72209116074202
2425,07,motor,99,45,1,15.62632433666913
2426,07,motor,99,45,2,8.804378378075944
2427,07,motor,99,45,3,0.047467299443100325
2428,07,motor,99,99,0,211.7394769463224
2429,07,motor,99,99,1,16.143339398147415
2430,07,motor,99,99,2,7.4401503817836145
2431,07,motor,99,99,3,0.5801166719797679
2432,07,v1,153,153,0,323.07265023033546
2433,07,v1,153,153,1,18.745054308692986
2434,07,v1,153,153,2,4.484307892918926
2435,07,v1,153,153,3,0.28511930363525423
2436,07,v1,153,207,0,325.64368988701654
2437,07,v1,153,207,1,15.480941156297392
2438,07,v1,153,207,2,4.148501768954311
2439,07,v1,153,207,3,0.07748124103695231
2440,07,v1,153,45,0,327.2689673095446
2441,07,v1,153,45,1,17.261017563887197
2442,07,v1,153,45,2,4.138538614773223
2443,07,v1,153,45,3,0.1323500559968777
2444,07,v1,153,99,0,328.9264773696966
2445,07,v1,153,99,1,18.649405115857462
2446,07,v1,153,99,2,6.958467846354821
2447,07,v1,153,99,3,0.1609069506139048
2448,07,v1,207,153,0,322.68698295170964
2449,07,v1,207,153,1,17.272380818898263
2450,07,v1,207,153,2,4.440145910072573
2451,07,v1,207,153,3,0.1890001718571243
2452,07,v1,207,207,0,321.7221764170536
2453,07,v1,207,207,1,15.004277851754203
2454,07,v1,207,207,2,5.098368455259821
2455,07,v1,207,207,3,0.42808489441705255
