,Participants,Masks,Target Location Straight,Target Location Rotate,RDM Correlations
1271,15,motor,207,99,0.044625907075041264
1272,15,motor,45,153,0.02450218434564952
1273,15,motor,45,207,0.06501353427217169
1274,15,motor,45,45,0.013115421168976245
1275,15,motor,45,99,0.02746294320918635
1276,15,motor,99,153,0.04846285862273796
1277,15,motor,99,207,0.009999481751342725
1278,15,motor,99,45,-0.0037668828658261513
1279,15,motor,99,99,0.02276204045322733
1280,15,v1,153,153,0.04919009789431344
1281,15,v1,153,207,0.07286965258703644
1282,15,v1,153,45,0.08369435757459313
1283,15,v1,153,99,0.03508889642879537
1284,15,v1,207,153,0.02437630625650193
1285,15,v1,207,207,0.0872959040826322
1286,15,v1,207,45,0.02848827311599115
1287,15,v1,207,99,0.04034167935907418
1288,15,v1,45,153,0.053886962712230424
1289,15,v1,45,207,0.10322570877201694
1290,15,v1,45,45,0.15165066032895813
1291,15,v1,45,99,0.032094155153835464
1292,15,v1,99,153,0.047167266200919426
1293,15,v1,99,207,0.05974358526764094
1294,15,v1,99,45,0.05726482088655108
1295,15,v1,99,99,0.045298813848945164
1296,15,sup_parietal,153,153,0.11644034308409112
1297,15,sup_parietal,153,207,0.10917099659317016
1298,15,sup_parietal,153,45,0.15421381990284472
1299,15,sup_parietal,153,99,0.13435374143563944
1300,15,sup_parietal,207,153,0.0841123055666424
1301,15,sup_parietal,207,207,0.08579897347088432
1302,15,sup_parietal,207,45,0.0841395428755733
1303,15,sup_parietal,207,99,0.07117031369157945
1304,15,sup_parietal,45,153,0.1232041773205968
1305,15,sup_parietal,45,207,0.08063870714396576
1306,15,sup_parietal,45,45,0.09149015949891341
1307,15,sup_parietal,45,99,0.12987392942837978
1308,15,sup_parietal,99,153,0.12332716469943894
1309,15,sup_parietal,99,207,0.12371512055570058
1310,15,sup_parietal,99,45,0.11120778878395796
1311,15,sup_parietal,99,99,0.13420771153084385
1312,15,inf_parietal,153,153,0.019270794215309375
1313,15,inf_parietal,153,207,0.012241314282271536
1314,15,inf_parietal,153,45,0.001638033410446661
1315,15,inf_parietal,153,99,0.00199252713171791
1316,15,inf_parietal,207,153,0.024584995196956505
1317,15,inf_parietal,207,207,0.016876740870310696
1318,15,inf_parietal,207,45,-0.0046247178559578345
1319,15,inf_parietal,207,99,0.007930616401314192
1320,15,inf_parietal,45,153,0.007916517331446764
1321,15,inf_parietal,45,207,-0.0035873371319665136
1322,15,inf_parietal,45,45,0.009583630000268299
1323,15,inf_parietal,45,99,0.013435521684938983
1324,15,inf_parietal,99,153,0.005193490659409824
1325,15,inf_parietal,99,207,0.017903423524096893
1326,15,inf_parietal,99,45,0.015539434671504778
1327,15,inf_parietal,99,99,0.0014886357844374973
1328,15,v5,153,153,0.05227055991075257
1329,15,v5,153,207,0.02843461254447352
1330,15,v5,153,45,0.005470052232683397
1331,15,v5,153,99,-0.004336594015166855
1332,15,v5,207,153,-0.026607132884980813
1333,15,v5,207,207,0.018891323462605674
1334,15,v5,207,45,0.040941558230164335
1335,15,v5,207,99,0.029711506322358486
1336,15,v5,45,153,0.03455594536661749
1337,15,v5,45,207,0.008156867016041697
1338,15,v5,45,45,-0.003941024173094112
1339,15,v5,45,99,0.013982342642455731
1340,15,v5,99,153,-0.03487257206374347
1341,15,v5,99,207,-0.042760754611358656
1342,15,v5,99,45,0.054520756122026434
1343,15,v5,99,99,-0.0073745203302619765
1344,16,premotor,153,153,0.018210859072934415
1345,16,premotor,153,207,0.03592171855252426
1346,16,premotor,153,45,0.010088021023388804
1347,16,premotor,153,99,0.008105813898126295
1348,16,premotor,207,153,0.02792364393187039
1349,16,premotor,207,207,0.012905534950922963
1350,16,premotor,207,45,0.029100263901879073
1351,16,premotor,207,99,0.011229326013705907
1352,16,premotor,45,153,0.031889695469615974
1353,16,premotor,45,207,0.021089404851319816
1354,16,premotor,45,45,0.038771399471655164
1355,16,premotor,45,99,0.027569609537525373
1356,16,premotor,99,153,0.01574751630716452
1357,16,premotor,99,207,0.017857190834651183
1358,16,premotor,99,45,0.008661776981615063
1359,16,premotor,99,99,0.023252519692877983
1360,16,motor,153,153,0.013415151062694808
1361,16,motor,153,207,-0.020729708815480988
1362,16,motor,153,45,0.03802416042170294
1363,16,motor,153,99,0.02880851895382315
1364,16,motor,207,153,0.009568677332576455
1365,16,motor,207,207,0.023093911137288523
1366,16,motor,207,45,0.011169339534743472
1367,16,motor,207,99,0.022247886560059382
1368,16,motor,45,153,0.02955698858545526
1369,16,motor,45,207,0.003078004707835847
1370,16,motor,45,45,0.0058317166630488144
1371,16,motor,45,99,0.02216363381353876
1372,16,motor,99,153,0.006722916243683999
1373,16,motor,99,207,-0.005009824608788892
1374,16,motor,99,45,-0.007233654419401161
1375,16,motor,99,99,-0.01898728053783849
1376,16,v1,153,153,0.15254453967928813
1377,16,v1,153,207,0.04710222580577575
1378,16,v1,153,45,0.05039252962247913
1379,16,v1,153,99,0.08028408067780302
1380,16,v1,207,153,0.105100136511356
1381,16,v1,207,207,0.1470790902963642
1382,16,v1,207,45,0.06693876659252142
1383,16,v1,207,99,0.023041640419260268
1384,16,v1,45,153,0.05436749424357505
1385,16,v1,45,207,0.07353473508681344
1386,16,v1,45,45,0.2008943328378501
1387,16,v1,45,99,0.061844472019393235
1388,16,v1,99,153,0.04789520237899146
1389,16,v1,99,207,0.02575965308462828
1390,16,v1,99,45,0.036886574766189534
1391,16,v1,99,99,0.1545822473981097
1392,16,sup_parietal,153,153,0.06150865810402161
1393,16,sup_parietal,153,207,0.07199909715109683
1394,16,sup_parietal,153,45,0.05371295582286061
1395,16,sup_parietal,153,99,0.07356117385271752
1396,16,sup_parietal,207,153,0.09073366328196797
1397,16,sup_parietal,207,207,0.0253861123925059
1398,16,sup_parietal,207,45,0.09099990831803506
1399,16,sup_parietal,207,99,0.09792600652001897
1400,16,sup_parietal,45,153,0.07778547123632165
1401,16,sup_parietal,45,207,0.09127331597711398
1402,16,sup_parietal,45,45,0.08264064934491343
1403,16,sup_parietal,45,99,0.030253190499862418
1404,16,sup_parietal,99,153,0.06728300399950446
1405,16,sup_parietal,99,207,0.07021670041463281
1406,16,sup_parietal,99,45,0.04943599698866587
1407,16,sup_parietal,99,99,0.0721595691254265
1408,16,inf_parietal,153,153,0.04505703872772469
1409,16,inf_parietal,153,207,0.022567724144459664
1410,16,inf_parietal,153,45,-0.0021377030522694088
1411,16,inf_parietal,153,99,0.018751709686510878
1412,16,inf_parietal,207,153,0.03026113235054015
1413,16,inf_parietal,207,207,0.018111227141926853
1414,16,inf_parietal,207,45,0.013993930214220327
1415,16,inf_parietal,207,99,0.03483072017035337
1416,16,inf_parietal,45,153,0.04099038585191028
1417,16,inf_parietal,45,207,-0.009741795457270925
1418,16,inf_parietal,45,45,-0.0073164280456003376
1419,16,inf_parietal,45,99,0.04022866666033945
1420,16,inf_parietal,99,153,0.009548291510940837
1421,16,inf_parietal,99,207,0.005899473292042105
1422,16,inf_parietal,99,45,0.02411248973009735
1423,16,inf_parietal,99,99,0.03140778363191151
1424,16,v5,153,153,-0.00432471063436899
1425,16,v5,153,207,0.04487428120608013
1426,16,v5,153,45,-0.02726240122122374
1427,16,v5,153,99,-0.028596149855041386
1428,16,v5,207,153,0.008804275986077177
1429,16,v5,207,207,-0.013972036309293442
1430,16,v5,207,45,-0.06333392790254735
1431,16,v5,207,99,0.041831180883987976
1432,16,v5,45,153,0.022780471131701945
1433,16,v5,45,207,0.009359601096202801
1434,16,v5,45,45,0.02579717622870433
1435,16,v5,45,99,-0.0030048367811439
1436,16,v5,99,153,-0.040024983164151165
1437,16,v5,99,207,0.00917661167618637
1438,16,v5,99,45,-0.05972626905738357
1439,16,v5,99,99,0.06881376578686753
1440,17,premotor,153,153,0.029375546280124645
1441,17,premotor,153,207,0.02219960937395292
1442,17,premotor,153,45,0.034226717629995226
1443,17,premotor,153,99,0.03743677246537291
1444,17,premotor,207,153,0.026422008766395184
1445,17,premotor,207,207,0.03215081209269588
1446,17,premotor,207,45,0.032789990247810666
1447,17,premotor,207,99,0.03603201618019823
1448,17,premotor,45,153,0.043921073604075066
1449,17,premotor,45,207,0.048727353002016416
1450,17,premotor,45,45,0.035011195384271825
1451,17,premotor,45,99,0.05011573185138819
1452,17,premotor,99,153,0.03203469001274226
1453,17,premotor,99,207,0.024532709195512464
1454,17,premotor,99,45,0.03153090055394077
1455,17,premotor,99,99,0.0551170131526967
1456,17,motor,153,153,0.030436428017233785
1457,17,motor,153,207,0.07993325255698755
1458,17,motor,153,45,0.021713691385406457
1459,17,motor,153,99,0.01669231849752943
1460,17,motor,207,153,0.03385475347903332
1461,17,motor,207,207,0.010628653958370333
1462,17,motor,207,45,0.005712603223630233
1463,17,motor,207,99,0.03504943762660209
1464,17,motor,45,153,0.020496823273837422
1465,17,motor,45,207,0.021559497536248258
1466,17,motor,45,45,0.006383066115374232
1467,17,motor,45,99,0.026853700027921097
1468,17,motor,99,153,0.026614240935735327
1469,17,motor,99,207,-0.0009558204228949348
1470,17,motor,99,45,0.011443056809985308
1471,17,motor,99,99,0.008177648868193645
1472,17,v1,153,153,0.11748642084366118
1473,17,v1,153,207,0.11280501829599979
1474,17,v1,153,45,0.06881743395761852
1475,17,v1,153,99,0.0849750274172395
1476,17,v1,207,153,0.0705386926213817
1477,17,v1,207,207,0.1722535519278837
1478,17,v1,207,45,0.07103228630302091
1479,17,v1,207,99,0.05520876983558799
1480,17,v1,45,153,0.027333461909295205
1481,17,v1,45,207,0.051008852054529374
1482,17,v1,45,45,0.2720571327104779
1483,17,v1,45,99,0.05664061274613241
1484,17,v1,99,153,0.05389280771254408
1485,17,v1,99,207,0.024724697724033014
1486,17,v1,99,45,0.10050647426012226
1487,17,v1,99,99,0.1680362977666598
1488,17,sup_parietal,153,153,0.1433250587559446
1489,17,sup_parietal,153,207,0.10742782162886119
1490,17,sup_parietal,153,45,0.14725592112326424
1491,17,sup_parietal,153,99,0.12436563709942666
1492,17,sup_parietal,207,153,0.12098508379018814
1493,17,sup_parietal,207,207,0.2142383494908846
1494,17,sup_parietal,207,45,0.14508828763083462
1495,17,sup_parietal,207,99,0.1771844144856387
1496,17,sup_parietal,45,153,0.08937791807237587
1497,17,sup_parietal,45,207,0.1998873825160563
1498,17,sup_parietal,45,45,0.1643859683353412
1499,17,sup_parietal,45,99,0.15249008362958918
1500,17,sup_parietal,99,153,0.1186949679168233
1501,17,sup_parietal,99,207,0.09830367912307887
1502,17,sup_parietal,99,45,0.13356090218336394
1503,17,sup_parietal,99,99,0.1471765138078425
1504,17,inf_parietal,153,153,0.0011287397636092049
1505,17,inf_parietal,153,207,0.01244583291019411
1506,17,inf_parietal,153,45,0.011648052275569943
1507,17,inf_parietal,153,99,0.007845908448523595
1508,17,inf_parietal,207,153,0.028774130717977665
1509,17,inf_parietal,207,207,0.0206165606985539
1510,17,inf_parietal,207,45,0.044759804120160895
1511,17,inf_parietal,207,99,0.03828572920448509
1512,17,inf_parietal,45,153,0.006667494846094107
1513,17,inf_parietal,45,207,0.018654436573440607
1514,17,inf_parietal,45,45,-0.006769455367414657
1515,17,inf_parietal,45,99,0.0007705218650494632
1516,17,inf_parietal,99,153,0.0015707561142975796
1517,17,inf_parietal,99,207,0.029931589264269382
1518,17,inf_parietal,99,45,0.004961047981169151
1519,17,inf_parietal,99,99,0.005986553418067826
1520,17,v5,153,153,0.1058194878271382
1521,17,v5,153,207,-0.05488117932574976
1522,17,v5,153,45,0.05507970788574818
1523,17,v5,153,99,0.0009860700266426034
1524,17,v5,207,153,0.09796366460784964
1525,17,v5,207,207,0.0016279903645635106
1526,17,v5,207,45,0.021720568241585532
1527,17,v5,207,99,0.012603715543054578
1528,17,v5,45,153,0.07623125775828166
1529,17,v5,45,207,0.0778649972457598
1530,17,v5,45,45,0.055462196440687714
1531,17,v5,45,99,0.06876621169124578
1532,17,v5,99,153,0.006116594244354546
1533,17,v5,99,207,0.03480420055803276
1534,17,v5,99,45,-0.0022209815225555365
1535,17,v5,99,99,0.04024308691456125
1536,18,premotor,153,153,0.039373411638175225
1537,18,premotor,153,207,0.043904428322852
1538,18,premotor,153,45,0.03452402170988626
1539,18,premotor,153,99,0.03419793403144824
1540,18,premotor,207,153,0.04472928234516362
1541,18,premotor,207,207,0.044471799723086805
1542,18,premotor,207,45,0.030415265217255374
1543,18,premotor,207,99,0.04653332394138723
1544,18,premotor,45,153,0.04468173900522627
1545,18,premotor,45,207,0.06112920016945672
1546,18,premotor,45,45,0.03809375545556615
1547,18,premotor,45,99,0.04817726894416574
1548,18,premotor,99,153,0.03499581775456617
1549,18,premotor,99,207,0.04044378346939009
1550,18,premotor,99,45,0.024563583074684356
1551,18,premotor,99,99,0.04228654675628507
1552,18,motor,153,153,0.024384109039610854
1553,18,motor,153,207,0.011068400014606683
1554,18,motor,153,45,-0.002116820047035736
1555,18,motor,153,99,0.027809369266527943
1556,18,motor,207,153,0.0047005787221133626
1557,18,motor,207,207,0.02346351004877284
1558,18,motor,207,45,0.0029538405522316798
1559,18,motor,207,99,0.009603500209193035
1560,18,motor,45,153,0.013336524077385198
1561,18,motor,45,207,0.033527811361380805
1562,18,motor,45,45,0.0037340347694094908
1563,18,motor,45,99,0.0019503754493438588
1564,18,motor,99,153,-0.006583916632842547
1565,18,motor,99,207,0.03989958980115586
1566,18,motor,99,45,0.0024684505155063417
1567,18,motor,99,99,0.023487480645223578
1568,18,v1,153,153,0.341117198563536
1569,18,v1,153,207,0.21021102015652526
1570,18,v1,153,45,0.09317380898446614
1571,18,v1,153,99,0.13425767793779614
1572,18,v1,207,153,0.11876314642146502
1573,18,v1,207,207,0.3138936766994292
1574,18,v1,207,45,0.08804584560261612
1575,18,v1,207,99,0.03483498175695357
1576,18,v1,45,153,0.11919470105195262
1577,18,v1,45,207,0.11813762556468396
1578,18,v1,45,45,0.3506830338459315
1579,18,v1,45,99,0.12359507420537458
1580,18,v1,99,153,0.11301660951064586
1581,18,v1,99,207,0.060608613905614284
1582,18,v1,99,45,0.14344036290901818
1583,18,v1,99,99,0.3113836581965701
1584,18,sup_parietal,153,153,0.071280143104975
1585,18,sup_parietal,153,207,0.08833361169847664
1586,18,sup_parietal,153,45,0.06164476490782687
1587,18,sup_parietal,153,99,0.05183829901086363
1588,18,sup_parietal,207,153,0.07948756201281547
1589,18,sup_parietal,207,207,0.1417172577647731
1590,18,sup_parietal,207,45,0.0942493675768021
1591,18,sup_parietal,207,99,0.09260171507607218
1592,18,sup_parietal,45,153,0.12692661600924637
1593,18,sup_parietal,45,207,0.13986753379987446
1594,18,sup_parietal,45,45,0.07378563367431586
1595,18,sup_parietal,45,99,0.09991125625031044
1596,18,sup_parietal,99,153,0.07461058428214137
1597,18,sup_parietal,99,207,0.08427360330313327
1598,18,sup_parietal,99,45,0.06907835798324084
1599,18,sup_parietal,99,99,0.05310640924803814
1600,18,inf_parietal,153,153,-0.0038201219049914218
1601,18,inf_parietal,153,207,0.02848204056894269
1602,18,inf_parietal,153,45,0.03855910126937383
1603,18,inf_parietal,153,99,0.02255246375458386
1604,18,inf_parietal,207,153,0.03000448119917697
1605,18,inf_parietal,207,207,0.025434103362678165
1606,18,inf_parietal,207,45,0.013948476942059793
1607,18,inf_parietal,207,99,0.03349863511161954
1608,18,inf_parietal,45,153,0.040784512783842215
1609,18,inf_parietal,45,207,0.024450873262880726
1610,18,inf_parietal,45,45,0.011880323798955596
1611,18,inf_parietal,45,99,0.04117601177617571
1612,18,inf_parietal,99,153,0.013052548040179125
1613,18,inf_parietal,99,207,0.011708819153583211
1614,18,inf_parietal,99,45,-0.005723731400003376
1615,18,inf_parietal,99,99,0.04721405719787181
1616,18,v5,153,153,-0.0030979110999765063
1617,18,v5,153,207,-0.008816600984692414
1618,18,v5,153,45,-0.017224592559563053
1619,18,v5,153,99,0.031535349020646274
1620,18,v5,207,153,0.004787430213646941
1621,18,v5,207,207,0.019632804562639515
1622,18,v5,207,45,0.004800934743493452
1623,18,v5,207,99,-0.007684691801349772
1624,18,v5,45,153,0.047478544334561966
1625,18,v5,45,207,-0.02968601096209653
1626,18,v5,45,45,0.056103197309483335
1627,18,v5,45,99,-0.028574722010740884
1628,18,v5,99,153,0.00715965434150667
1629,18,v5,99,207,-0.0377783444602686
1630,18,v5,99,45,-0.010286264907644007
1631,18,v5,99,99,0.02860116520097948
1632,19,premotor,153,153,0.03555031851562254
1633,19,premotor,153,207,0.048842309116425675
1634,19,premotor,153,45,0.040448629305141946
1635,19,premotor,153,99,0.046945771057566116
1636,19,premotor,207,153,0.04694756586866698
1637,19,premotor,207,207,0.06703467314935596
1638,19,premotor,207,45,0.052922270952655504
1639,19,premotor,207,99,0.03867370444442056
1640,19,premotor,45,153,0.056188330750762835
1641,19,premotor,45,207,0.0531291488913508
1642,19,premotor,45,45,0.05178310482630681
1643,19,premotor,45,99,0.04132491083800557
1644,19,premotor,99,153,0.04953996777561585
1645,19,premotor,99,207,0.041107277426607386
1646,19,premotor,99,45,0.04764848214925611
1647,19,premotor,99,99,0.040326139117438535
1648,19,motor,153,153,0.05605410251995665
1649,19,motor,153,207,0.02350599877338397
1650,19,motor,153,45,0.005566708606111735
1651,19,motor,153,99,0.04886199774020563
1652,19,motor,207,153,0.009677753496788942
1653,19,motor,207,207,0.025879053343213183
1654,19,motor,207,45,0.05391870604372804
1655,19,motor,207,99,0.04757135635324442
1656,19,motor,45,153,0.023946371696374404
1657,19,motor,45,207,0.04213035454468404
1658,19,motor,45,45,0.03156654529279268
1659,19,motor,45,99,0.04656529299729276
1660,19,motor,99,153,-0.0008134569363024888
1661,19,motor,99,207,0.040249602252676195
1662,19,motor,99,45,0.016716823576221333
1663,19,motor,99,99,0.0294969660390397
1664,19,v1,153,153,0.15947942802737666
1665,19,v1,153,207,0.16005741968038292
1666,19,v1,153,45,0.08825292582192783
1667,19,v1,153,99,0.11427754885448115
1668,19,v1,207,153,0.15737722924982822
1669,19,v1,207,207,0.14569284454091283
1670,19,v1,207,45,0.09786327579200686
1671,19,v1,207,99,0.0619706157681228
1672,19,v1,45,153,0.16350433357295036
1673,19,v1,45,207,0.27000048791955056
1674,19,v1,45,45,0.10555064593263987
1675,19,v1,45,99,0.10146365344968594
1676,19,v1,99,153,0.13192544021926192
1677,19,v1,99,207,0.08202419533862698
1678,19,v1,99,45,0.10217206250523567
1679,19,v1,99,99,0.11106539073302425
1680,19,sup_parietal,153,153,0.15225879181603993
1681,19,sup_parietal,153,207,0.13160409927428282
1682,19,sup_parietal,153,45,0.10436252912504237
1683,19,sup_parietal,153,99,0.14779053807597908
1684,19,sup_parietal,207,153,0.12372312505192742
1685,19,sup_parietal,207,207,0.10821364301484049
1686,19,sup_parietal,207,45,0.14259818924330464
1687,19,sup_parietal,207,99,0.12088822318598309
1688,19,sup_parietal,45,153,0.11229920784382214
1689,19,sup_parietal,45,207,0.15859077248155384
1690,19,sup_parietal,45,45,0.13612115319098098
1691,19,sup_parietal,45,99,0.09570610287291428
1692,19,sup_parietal,99,153,0.1597111917223625
1693,19,sup_parietal,99,207,0.18262139632233607
1694,19,sup_parietal,99,45,0.14828229956612965
1695,19,sup_parietal,99,99,0.11083452195387691
1696,19,inf_parietal,153,153,0.05322008536438803
1697,19,inf_parietal,153,207,0.010642646187512433
1698,19,inf_parietal,153,45,0.017486565748782223
1699,19,inf_parietal,153,99,0.025099794883000445
1700,19,inf_parietal,207,153,0.011162570617008497
1701,19,inf_parietal,207,207,0.023119719694164056
1702,19,inf_parietal,207,45,0.04609183069735061
1703,19,inf_parietal,207,99,0.029863629564143367
1704,19,inf_parietal,45,153,0.017568376457015027
1705,19,inf_parietal,45,207,0.019899630985600034
1706,19,inf_parietal,45,45,0.03321875162667708
1707,19,inf_parietal,45,99,-0.010251727563649284
1708,19,inf_parietal,99,153,0.004561952582445329
1709,19,inf_parietal,99,207,0.016244016874222847
1710,19,inf_parietal,99,45,0.028059117658487433
1711,19,inf_parietal,99,99,-0.008550547178462854
1712,19,v5,153,153,-0.009568511263335844
1713,19,v5,153,207,0.05651652031418762
1714,19,v5,153,45,-0.00989924755304943
1715,19,v5,153,99,-0.03038057110552594
1716,19,v5,207,153,0.008142997649623139
1717,19,v5,207,207,0.021234799323222198
1718,19,v5,207,45,-0.07588015586413815
1719,19,v5,207,99,-0.035033646609990796
1720,19,v5,45,153,-0.04345398246246001
1721,19,v5,45,207,0.04066931785646454
1722,19,v5,45,45,-0.0017892591587398282
1723,19,v5,45,99,-0.010294846846779825
1724,19,v5,99,153,0.005432031799441225
1725,19,v5,99,207,0.05339307239858056
1726,19,v5,99,45,0.039431383524863826
1727,19,v5,99,99,0.016905034349568603
